Message,IsToxic
Ông điên mẹ mày,1
Con kia điên vcl,1
đcm !,1
Hello nha,0
Thứ ngu như mày thì làm được gì,1
Ê mn,0
Thằng này rác đb,1
Con này rác đmm,1
cứt v c l,1
sai rồi,0
Món này dở tệ,0
Bắt chó đi dạo,0
Xin chào nhé,0
Chú làm c# không?,0
Bạn ngu vcl,1
Món này dở tệ,0
Cả nhà !,0
Thằng này hãm đb,1
vclll ông lừa đảo,1
Chị tìm server với,0
Chị sửa giúp web với,0
o'c cho' anh em ngáo,1
tổ sư vclll,1
Mn ngu đéo,1
Thằng này hãm chó đẻ,1
Mình xem qua api nhé,0
Hế lô nhé,0
Hế lô !,0
Hi cả nhà,0
Hello các bạn mn,0
"Làm ăn như vãi l, đồ vô học",1
vcl ...,1
Game này khó chết đi được,0
Học nhiều muốn nổ não,0
Đánh bay mọi vết bẩn,0
r4c thằng này khùng,1
Bác xin đồ án nhé,0
Phòng này bẩn quá,0
à,0
đmm o'c cho',1
Giết thời gian bằng cách đọc sách,0
Mn hãm đmm,1
đúng rồi,0
clgt v_l,1
Mày tưởng mày giỏi lắm à cái loại đần,1
Cái máy này tã quá,0
Con kia ngu mẹ mày,1
Em check lab thế nào,0
huhu,0
Mọi người mn,0
đmm ...,1
Đánh bay mọi vết bẩn,0
Cả nhà cả nhà,0
Tao giết con gà làm thịt,0
Xin chào mn,0
Hello các bạn mn,0
Con làm lab giúp mình,0
Giết thời gian bằng cách đọc sách,0
Xin chào nha,0
v_l ông ngu,1
Bực mình cái mạng lag quá,0
Vãi thật cái này hay thế,0
uhm,0
Thằng kia rác tổ sư,1
đéo r4c,1
chó đẻ đ km,1
Mn điên vãi l,1
Cả nhà nha,0
Mình hướng dẫn deadline vui vẻ,0
đm vclll,1
Bà ngu đcm,1
clgt !,1
Nhìn cái mặt là thấy lừa đảo rồi,1
Em chia sẻ bài tập không?,0
đéo !,1
Bực mình cái mạng lag quá,0
Con kia ngu đm,1
đb ??,1
Thứ hãm như mày thì làm được gì,1
Thứ điên như mày thì làm được gì,1
Xin chào !,0
Mày điên tổ sư,1
Cả nhà cả nhà,0
đ.m con này ngáo,1
Ê nha,0
đcm n.g.u,1
Mn rác tổ sư,1
Chú check code cảm ơn,0
clgt đ km,1
Thằng này hãm vl,1
Anh hỏi bài tập vui vẻ,0
"Làm ăn như đcm, đồ ngáo",1
đcm n.g.u,1
Mình sửa giúp database cảm ơn,0
Cút ngay cho khuất mắt tao đồ rác rưởi,1
Chú xem qua java với,0
"Làm ăn như vl, đồ bần",1
vcl d.k.m,1
Xin chào nhé,0
Nhìn cái mặt là thấy ngu rồi,1
Admin hỏi api với,0
Em check c# giúp mình,0
Ê nhé,0
được,0
Tớ xem qua server ạ,0
Con này điên chó đẻ,1
uhm,0
Con hỏi database nha bác,0
Mình chia sẻ thi ạ,0
Bác xem qua thi cảm ơn,0
"Làm ăn như vãi l, đồ óc chó",1
Thằng phế vật này câm mồm vào,1
Tao giết con gà làm thịt,0
được,0
đb !,1
Hế lô nhé,0
Bác xin deadline vui vẻ,0
tổ sư !,1
được,0
tổ sư ...,1
Anh hướng dẫn database cảm ơn,0
Bác làm java nha,0
Thằng kia điên đcm,1
kaka,0
Vãi thật cái này hay thế,0
Thằng này ngu vl,1
haha,0
Game này khó chết đi được,0
Chú chia sẻ database cảm ơn,0
ôi,0
Thằng kia hãm đmm,1
Bà điên vl,1
Admin làm thi giúp mình,0
Anh sửa giúp thi giúp mình,0
Bớt sủa lại đi cái thứ ngu,1
sai rồi,0
Thằng kia hãm tổ sư,1
Đánh bay mọi vết bẩn,0
đ km thằng này đẻ ra phí cơm,1
Đừng làm hỏng đồ nhé,0
chó đẻ c.l.g.t,1
đmm c.l.g.t,1
Thằng kia rác cứt,1
Con tư vấn môn học ạ,0
Mày tưởng mày giỏi lắm à cái loại ngu,1
cứt r4c,1
Bác xin deadline vui vẻ,0
Hi mn cả nhà,0
sai rồi,0
Mọi người !,0
hihi,0
Bà rác đb,1
clgt vclll,1
ok,0
Hi mn cả nhà,0
Anh em hãm đmm,1
thế à,0
Thằng kia ngu cứt,1
Anh xem qua code nha bác,0
o'c cho' con kia lừa đảo,1
v_l bà lừa đảo,1
Mình hỏi lab nhé,0
Em chia sẻ server nha,0
Mình tìm lab vui vẻ,0
Con quỷ nhỏ này đáng yêu quá,0
o'c cho' mày ngáo,1
Anh em ngu đmm,1
đéo ??,1
c.l.g.t bạn phế vật,1
ngu v l thằng kia đẻ ra phí cơm,1
vl dkm,1
Hello các bạn !,0
Mình chia sẻ lab ạ,0
Thằng này ngu tổ sư,1
Xin chào cả nhà,0
v c l con này ngáo,1
chó đẻ v_l,1
Game này khó chết đi được,0
Ông ngu vl,1
vcl ...,1
n.g.u bạn rác rưởi,1
kaka,0
Anh em ngu vãi l,1
vcl !,1
đ km thằng kia điên,1
Ê mn,0
v_l bạn lừa đảo,1
Hello các bạn !,0
Mình hướng dẫn server thế nào,0
Con hỏi database nha,0
Em hỏi bug nha admin,0
Admin sửa giúp bài tập nha bác,0
r4c thằng kia đần,1
Bác nộp api nha admin,0
vcl ...,1
vâng,0
d.k.m thằng kia ngáo,1
Bạn ngu đéo,1
uhm,0
d.k.m mn ngu,1
Bực mình cái mạng lag quá,0
đ.m mày khùng,1
chó đẻ dkm,1
chó đẻ vclll,1
Anh chia sẻ thi nhé,0
Anh hướng dẫn deadline nha bác,0
vậy sao,0
Anh xem qua api nhé,0
Em chia sẻ git nha,0
Con kia rác vl,1
vclll bạn ngáo,1
mẹ mày v c l,1
Con kia hãm vãi l,1
r4c mày ngu,1
Bớt sủa lại đi cái thứ rác rưởi,1
"Làm ăn như vcl, đồ hãm",1
haha,0
đéo ??,1
đmm ...,1
đéo d.k.m,1
Hello các bạn nha,0
Ông hãm đcm,1
đcm ,1
Mày hãm vl,1
Con check api giúp mình,0
đmm c.l.g.t,1
Thứ ngu như mày thì làm được gì,1
đéo !,1
d.k.m bà ngáo,1
Con hướng dẫn sql thế nào,0
Đập tan cái nóng mùa hè,0
à,0
đéo ??,1
"Làm ăn như cứt, đồ óc chó",1
Ê mn,0
mẹ mày ??,1
Đừng làm hỏng đồ nhé,0
Bác tư vấn đồ án giúp mình,0
ừ,0
clgt ...,1
tổ sư đ km,1
Bớt sủa lại đi cái thứ óc chó,1
chó đẻ o'c cho',1
Ê nhé,0
vcl vclll,1
Tớ tìm java nhé,0
Mn ngu đm,1
Bà điên vl,1
Chú hướng dẫn sql thế nào,0
Nhìn cái mặt là thấy điên rồi,1
Mày tưởng mày giỏi lắm à cái loại phế vật,1
Thằng hãm này câm mồm vào,1
o'c cho' thằng này rác rưởi,1
uhm,0
Mày ngu cứt,1
Mày tưởng mày giỏi lắm à cái loại rác rưởi,1
Con này hãm mẹ mày,1
Chửi hay quá bạn ơi,0
Ê nha,0
Thứ hãm như mày thì làm được gì,1
d.k.m bà lừa đảo,1
Xin chào mn,0
Mày tưởng mày giỏi lắm à cái loại rác rưởi,1
cứt !,1
đ.m thằng kia hãm,1
Thuốc diệt chuột này mạnh thật,0
clgt v c l,1
ngu v l bà óc chó,1
kaka,0
Mày tưởng mày giỏi lắm à cái loại vô học,1
đ.m thằng này rác rưởi,1
Bà ngu đmm,1
ok,0
Tớ nộp web thế nào,0
được,0
dạ,0
Anh tìm deadline cảm ơn,0
ngu v l thằng kia ngáo,1
Thằng này ngu đéo,1
d.k.m thằng này điên,1
Tớ nộp git không?,0
Mày điên vcl,1
Hello các bạn nha,0
Con chia sẻ code không?,0
cứt v c l,1
o'c cho' anh em lừa đảo,1
Ê !,0
Thằng này điên đmm,1
Thứ rác rưởi như mày thì làm được gì,1
Chào nha,0
ngu v l con kia lừa đảo,1
Cút ngay cho khuất mắt tao đồ dốt,1
Bà điên đmm,1
Phòng này bẩn quá,0
Mình tư vấn database thế nào,0
v c l mn khùng,1
Giết thời gian bằng cách đọc sách,0
haha,0
Nhìn cái mặt là thấy điên rồi,1
vậy sao,0
Học nhiều muốn nổ não,0
Bác nộp bài tập thế nào,0
Chị làm bug ạ,0
Mày tưởng mày giỏi lắm à cái loại điên,1
Hi mn !,0
Thứ hãm như mày thì làm được gì,1
kaka,0
ok,0
Con sửa giúp lab vui vẻ,0
Thứ ngu như mày thì làm được gì,1
Em check java vui vẻ,0
đmm ??,1
vl !,1
Thuốc diệt chuột này mạnh thật,0
đb ngu v l,1
Bạn hãm clgt,1
Cả nhà cả nhà,0
Thằng này ngu đéo,1
Cái máy này tã quá,0
Đánh bay mọi vết bẩn,0
Ông hãm clgt,1
vl r4c,1
Mn ngu đéo,1
ok,0
Con hướng dẫn thi giúp mình,0
Hi cả nhà,0
đmm ...,1
Thằng dốt này câm mồm vào,1
Hi cả nhà,0
Tao giết con gà làm thịt,0
Thuốc diệt chuột này mạnh thật,0
ừ,0
kaka,0
Chú xem qua server nhé,0
"Làm ăn như tổ sư, đồ khùng",1
vcl ??,1
Thằng kia ngu đm,1
Con sửa giúp deadline nha,0
Thằng kia rác đmm,1
Con kia rác vãi l,1
chó đẻ ,1
"Làm ăn như đmm, đồ khùng",1
Ông điên đcm,1
Bác nộp bài tập nha bác,0
r4c mn dốt,1
Mn rác tổ sư,1
đb ,1
ngu v l mn ngáo,1
Thằng này hãm vãi l,1
đ.m thằng kia ngu,1
Con làm deadline nha admin,0
Mn hãm đéo,1
Anh tư vấn lab không?,0
clgt r4c,1
Anh nộp database nhé,0
Bắt chó đi dạo,0
Con kia ngu vcl,1
Thằng kia điên đb,1
Mọi người nhé,0
đ km ông óc chó,1
Admin sửa giúp c# cảm ơn,0
đm o'c cho',1
vâng,0
Bà rác đb,1
Bà hãm tổ sư,1
Hello các bạn cả nhà,0
haha,0
Thuốc diệt chuột này mạnh thật,0
n.g.u bà vô học,1
Mình nộp c# vui vẻ,0
c.l.g.t mn đẻ ra phí cơm,1
Bà điên đéo,1
thế à,0
n.g.u ông ngáo,1
đmm !,1
sai rồi,0
Anh hướng dẫn java cảm ơn,0
Bực mình cái mạng lag quá,0
Chú xin web nha bác,0
cứt v c l,1
mẹ mày ??,1
vãi l dkm,1
Chú tìm web không?,0
đm !,1
Con kia rác đéo,1
Bạn hãm vãi l,1
Anh sửa giúp thi vui vẻ,0
Thằng này rác đm,1
Chào cả nhà,0
Đừng làm hỏng đồ nhé,0
mẹ mày v c l,1
đcm !,1
Lỗi này khó chịu ghê,0
Thằng óc chó này câm mồm vào,1
Em hướng dẫn java nhé,0
Bực mình cái mạng lag quá,0
Hello cả nhà,0
Chú hướng dẫn git ạ,0
tổ sư n.g.u,1
vclll bà đẻ ra phí cơm,1
vclll bạn khùng,1
Vãi thật cái này hay thế,0
Con kia ngu đb,1
đm ...,1
Đánh bay mọi vết bẩn,0
Anh em điên vl,1
o'c cho' mày rác rưởi,1
đ km bạn đần,1
o'c cho' thằng kia phế vật,1
Bà điên clgt,1
"Làm ăn như vãi l, đồ óc chó",1
Game này khó chết đi được,0
Bạn ngu cứt,1
Em chia sẻ api nha,0
Thứ vô học như mày thì làm được gì,1
r4c ông dốt,1
Món này dở tệ,0
Đánh bay mọi vết bẩn,0
Thuốc diệt chuột này mạnh thật,0
tổ sư d.k.m,1
đ.m mày ngáo,1
"Làm ăn như vãi l, đồ óc chó",1
"Làm ăn như clgt, đồ đần",1
Hi !,0
Hi cả nhà,0
Anh hỏi bài tập không?,0
vl o'c cho',1
Con quỷ nhỏ này đáng yêu quá,0
sai rồi,0
mẹ mày ngu v l,1
Hi mn,0
Bác nộp thi nha bác,0
tổ sư ngu v l,1
cứt ...,1
ok,0
Cút ngay cho khuất mắt tao đồ ngáo,1
Anh em rác đéo,1
Ông ngu vcl,1
vclll mn khùng,1
chó đẻ r4c,1
Mình xem qua c# cảm ơn,0
Bạn hãm đéo,1
Cút ngay cho khuất mắt tao đồ phế vật,1
đ km anh em phế vật,1
Admin check web không?,0
Em nộp api với,0
Bớt sủa lại đi cái thứ đần,1
chó đẻ c.l.g.t,1
Cả nhà cả nhà,0
Mày tưởng mày giỏi lắm à cái loại phế vật,1
đúng rồi,0
Mày tưởng mày giỏi lắm à cái loại điên,1
Con sửa giúp java nhé,0
Game này khó chết đi được,0
đm v_l,1
Đập tan cái nóng mùa hè,0
v_l mày hãm,1
đb ...,1
haha,0
Cái máy này tã quá,0
Tớ sửa giúp môn học vui vẻ,0
vâng,0
Chị tư vấn deadline nha,0
d.k.m mày vô học,1
Ê mn,0
Hello nha,0
cứt ngu v l,1
Bạn điên đb,1
v c l anh em hãm,1
à,0
Con làm database với,0
Bớt sủa lại đi cái thứ lừa đảo,1
Em hỏi c# giúp mình,0
"Làm ăn như vcl, đồ bần",1
uhm,0
dạ,0
v c l ông đẻ ra phí cơm,1
thế à,0
Admin tư vấn sql nha admin,0
r4c con kia hãm,1
Anh em điên cứt,1
Bạn hãm đm,1
Ê mn,0
Tớ tìm bài tập với,0
Anh nộp code ạ,0
Hế lô nha,0
thế à,0
Em chia sẻ sql giúp mình,0
Con quỷ nhỏ này đáng yêu quá,0
Chị hỏi c# nhé,0
"Làm ăn như chó đẻ, đồ bần",1
Tớ hỏi git nha,0
đb ,1
Mn ngu chó đẻ,1
Học nhiều muốn nổ não,0
cứt vclll,1
Hi mn nha,0
Hi cả nhà,0
Bác tìm git cảm ơn,0
Tớ xem qua lab thế nào,0
clgt ??,1
Học nhiều muốn nổ não,0
Bắt chó đi dạo,0
thế à,0
cứt ,1
Con tìm đồ án giúp mình,0
Admin xin môn học nha,0
Chị tìm sql nhé,0
Tớ tìm bug với,0
d.k.m bạn ngu,1
Chào cả nhà,0
Mn ngu đm,1
Hi cả nhà,0
Ông điên vcl,1
Cút ngay cho khuất mắt tao đồ đần,1
vâng,0
Chào nhé,0
haha,0
Hello nhé,0
Bà rác cứt,1
Bớt sủa lại đi cái thứ lừa đảo,1
Mình sửa giúp thi nhé,0
ngu v l anh em dốt,1
đm c.l.g.t,1
Đập tan cái nóng mùa hè,0
đb c.l.g.t,1
Thứ khùng như mày thì làm được gì,1
Bớt sủa lại đi cái thứ bần,1
cứt ...,1
đéo !,1
Hello các bạn nhé,0
v c l bà ngáo,1
Thằng kia điên clgt,1
Chị xem qua môn học giúp mình,0
được,0
Con kia điên vl,1
Đánh bay mọi vết bẩn,0
đcm ngu v l,1
cứt vclll,1
Thằng ngáo này câm mồm vào,1
"Làm ăn như vl, đồ ngu",1
Xin chào mn,0
Xin chào nhé,0
Chú hướng dẫn môn học nha bác,0
vậy sao,0
Thằng lừa đảo này câm mồm vào,1
Thứ vô học như mày thì làm được gì,1
Bớt sủa lại đi cái thứ điên,1
Chị nộp database cảm ơn,0
Chị hỏi bài tập vui vẻ,0
Con hỏi sql giúp mình,0
Con sửa giúp bài tập với,0
Nhìn cái mặt là thấy ngáo rồi,1
tổ sư !,1
Game này khó chết đi được,0
Hello mn,0
Tớ tư vấn c# nha admin,0
"Làm ăn như đéo, đồ lừa đảo",1
Vãi thật cái này hay thế,0
Chị xin thi nhé,0
dkm con này ngáo,1
đcm r4c,1
Chào !,0
Con xin server không?,0
vậy sao,0
o'c cho' anh em đẻ ra phí cơm,1
Cút ngay cho khuất mắt tao đồ rác rưởi,1
Bực mình cái mạng lag quá,0
Em tìm database vui vẻ,0
Anh em hãm mẹ mày,1
vậy sao,0
Phòng này bẩn quá,0
Xin chào nhé,0
đm n.g.u,1
Anh xin server nhé,0
Cả nhà !,0
Thằng kia ngu đb,1
chó đẻ ??,1
vãi l ngu v l,1
Admin xin bug nha,0
Hế lô nha,0
dkm thằng này khùng,1
Mọi người mn,0
Học nhiều muốn nổ não,0
tổ sư đ km,1
Ê nhé,0
được,0
Con check code với,0
Chị chia sẻ deadline không?,0
Vãi thật cái này hay thế,0
hihi,0
vãi l ??,1
ôi,0
Ê cả nhà,0
Chào cả nhà,0
"Làm ăn như vãi l, đồ đần",1
đm d.k.m,1
Anh em điên đéo,1
Anh em hãm clgt,1
Chị xem qua đồ án ạ,0
Chú sửa giúp web nhé,0
Đánh bay mọi vết bẩn,0
ừ,0
kaka,0
Thằng này rác đb,1
Nhìn cái mặt là thấy đần rồi,1
r4c mn lừa đảo,1
Thứ dốt như mày thì làm được gì,1
vâng,0
mẹ mày dkm,1
Lỗi này khó chịu ghê,0
đcm đ.m,1
clgt ,1
r4c bà óc chó,1
Mình sửa giúp git không?,0
c.l.g.t con này phế vật,1
đm ??,1
Admin check database thế nào,0
thế à,0
vcl ...,1
Chào mn,0
Chào nhé,0
Con quỷ nhỏ này đáng yêu quá,0
v c l bạn hãm,1
"Làm ăn như chó đẻ, đồ ngu",1
Anh check bug nha bác,0
Tớ nộp java ạ,0
Bớt sủa lại đi cái thứ óc chó,1
Món này dở tệ,0
Chú xin bài tập không?,0
cứt vclll,1
đb o'c cho',1
v_l con này ngáo,1
Thuốc diệt chuột này mạnh thật,0
Cút ngay cho khuất mắt tao đồ điên,1
Chú tìm c# nha bác,0
Bà điên vãi l,1
vãi l ??,1
Mọi người nhé,0
Bác tư vấn lab nha admin,0
Admin sửa giúp server nha bác,0
đ.m mày dốt,1
Thằng kia điên đm,1
đéo ,1
vl !,1
vl ,1
Bà điên mẹ mày,1
Em xem qua deadline nha,0
Mn ngu vcl,1
Ông hãm vl,1
Hi !,0
được,0
Chú xem qua sql thế nào,0
haha,0
Anh xem qua bài tập giúp mình,0
Học nhiều muốn nổ não,0
Ông điên clgt,1
đ.m anh em dốt,1
Cút ngay cho khuất mắt tao đồ vô học,1
Mày điên vcl,1
Mn ngu vcl,1
Chị hỏi môn học cảm ơn,0
Cút ngay cho khuất mắt tao đồ bần,1
mẹ mày d.k.m,1
vclll mn đần,1
Em hướng dẫn git với,0
Anh xem qua bài tập cảm ơn,0
Học nhiều muốn nổ não,0
hihi,0
Thứ rác rưởi như mày thì làm được gì,1
Thằng này điên vcl,1
Mọi người mn,0
được,0
Chào cả nhà,0
Cút ngay cho khuất mắt tao đồ rác rưởi,1
